term,coef,se,t,p_value
intercept,-16.60270680944701,0.030812104692083158,-538.8371542731029,0.0
fobs,0.0004247424277870359,0.0001275660412056324,3.3295885313424805,0.000869748566173258
sza_bin,-0.0042193912492111876,0.0003211167439143917,-13.139742256280657,1.9509868477520667e-39
season_winter,1.301637264103425,0.022840204662524143,56.98886167334269,0.0
season_spring,0.7750719726257437,0.022105275499382845,35.06276013829291,2.6298979427260563e-269
season_autumn,1.241318074665757,0.022264590690674557,55.75301571502406,0.0
