month,sza_bin,sfi_bin,spot_count,snr_median,date
2023-06,45,Med (160-200),5016,-19.0,2023-06-21
2023-06,50,Med (160-200),4985,-19.0,2023-06-21
2023-06,55,Med (160-200),4433,-19.0,2023-06-21
2023-06,60,Med (160-200),3913,-19.0,2023-06-21
2023-06,65,Med (160-200),2776,-20.0,2023-06-21
2023-06,70,Med (160-200),1732,-19.0,2023-06-21
2023-06,75,Med (160-200),1008,-20.0,2023-06-21
2023-06,80,Med (160-200),1219,-19.0,2023-06-21
2023-06,85,Med (160-200),552,-19.0,2023-06-21
2023-06,5,Med (160-200),26,-21.5,2023-06-22
2023-06,10,Med (160-200),2175,-19.0,2023-06-22
2023-06,15,Med (160-200),3996,-20.0,2023-06-22
2023-06,20,Med (160-200),3850,-20.0,2023-06-22
2023-06,25,Med (160-200),3786,-19.0,2023-06-22
2023-06,30,Med (160-200),4130,-19.0,2023-06-22
2023-06,35,Med (160-200),4056,-19.0,2023-06-22
2023-06,40,Med (160-200),3861,-19.0,2023-06-22
2023-06,45,Med (160-200),3418,-19.0,2023-06-22
2023-06,50,Med (160-200),3123,-18.0,2023-06-22
2023-06,55,Med (160-200),2506,-19.0,2023-06-22
2023-06,60,Med (160-200),1641,-19.0,2023-06-22
2023-06,65,Med (160-200),1357,-20.0,2023-06-22
2023-06,70,Med (160-200),1293,-20.0,2023-06-22
2023-06,75,Med (160-200),1391,-19.0,2023-06-22
2023-06,80,Med (160-200),1405,-19.0,2023-06-22
2023-06,85,Med (160-200),550,-17.0,2023-06-22
2023-06,5,Med (160-200),18,-22.0,2023-06-23
2023-06,10,Med (160-200),1021,-20.0,2023-06-23
2023-06,15,Med (160-200),2419,-20.0,2023-06-23
2023-06,20,Med (160-200),5250,-19.0,2023-06-23
2023-06,25,Med (160-200),5998,-19.0,2023-06-23
2023-06,30,Med (160-200),9745,-18.0,2023-06-23
2023-06,35,Med (160-200),8578,-18.0,2023-06-23
2023-06,40,Med (160-200),6040,-18.0,2023-06-23
2023-06,45,Med (160-200),5300,-19.0,2023-06-23
2023-06,50,Med (160-200),4737,-19.0,2023-06-23
2023-06,55,Med (160-200),4003,-19.0,2023-06-23
2023-06,60,Med (160-200),3491,-19.0,2023-06-23
2023-06,65,Med (160-200),2934,-19.0,2023-06-23
2023-06,70,Med (160-200),2775,-19.0,2023-06-23
2023-06,75,Med (160-200),2693,-19.0,2023-06-23
2023-06,80,Med (160-200),2859,-19.0,2023-06-23
2023-06,85,Med (160-200),1116,-19.0,2023-06-23
2023-06,5,Med (160-200),11,-24.0,2023-06-24
2023-06,10,Med (160-200),312,-20.0,2023-06-24
2023-06,15,Med (160-200),482,-22.0,2023-06-24
2023-06,20,Med (160-200),1552,-20.5,2023-06-24
2023-06,25,Med (160-200),1153,-21.0,2023-06-24
2023-06,30,Med (160-200),851,-21.0,2023-06-24
2023-06,35,Med (160-200),618,-20.0,2023-06-24
2023-06,40,Med (160-200),598,-20.0,2023-06-24
2023-06,45,Med (160-200),498,-21.0,2023-06-24
2023-06,50,Med (160-200),612,-21.0,2023-06-24
2023-06,55,Med (160-200),614,-21.0,2023-06-24
2023-06,60,Med (160-200),727,-20.0,2023-06-24
2023-06,65,Med (160-200),663,-20.0,2023-06-24
2023-06,70,Med (160-200),636,-21.0,2023-06-24
2023-06,75,Med (160-200),779,-21.0,2023-06-24
2023-06,80,Med (160-200),1359,-20.0,2023-06-24
2023-06,85,Med (160-200),632,-19.0,2023-06-24
2023-06,5,Low (100-160),22,-21.0,2023-06-25
2023-06,10,Low (100-160),351,-21.0,2023-06-25
2023-06,15,Low (100-160),862,-21.0,2023-06-25
2023-06,20,Low (100-160),2046,-21.0,2023-06-25
2023-06,25,Low (100-160),2048,-21.0,2023-06-25
2023-06,30,Low (100-160),2247,-20.0,2023-06-25
2023-06,35,Low (100-160),2373,-20.0,2023-06-25
2023-06,40,Low (100-160),2709,-20.0,2023-06-25
2023-06,45,Low (100-160),2815,-20.0,2023-06-25
2023-06,50,Low (100-160),2570,-20.0,2023-06-25
2023-06,55,Low (100-160),1979,-20.0,2023-06-25
2023-06,60,Low (100-160),1215,-20.0,2023-06-25
2023-06,65,Low (100-160),637,-21.0,2023-06-25
2023-06,70,Low (100-160),529,-21.0,2023-06-25
2023-06,75,Low (100-160),409,-21.0,2023-06-25
2023-06,80,Low (100-160),266,-20.0,2023-06-25
2023-06,85,Low (100-160),88,-19.5,2023-06-25
2023-07,5,Med (160-200),3,-25.0,2023-07-17
2023-07,10,Med (160-200),413,-20.0,2023-07-17
2023-07,15,Med (160-200),2485,-20.0,2023-07-17
2023-07,20,Med (160-200),3034,-20.0,2023-07-17
2023-07,25,Med (160-200),3026,-20.0,2023-07-17
2023-07,30,Med (160-200),2258,-21.0,2023-07-17
2023-07,35,Med (160-200),1852,-21.0,2023-07-17
2023-07,40,Med (160-200),1302,-20.0,2023-07-17
2023-07,45,Med (160-200),951,-21.0,2023-07-17
2023-07,50,Med (160-200),896,-21.0,2023-07-17
2023-07,55,Med (160-200),890,-19.0,2023-07-17
2023-07,60,Med (160-200),738,-19.0,2023-07-17
2023-07,65,Med (160-200),645,-19.0,2023-07-17
2023-07,70,Med (160-200),634,-19.0,2023-07-17
2023-07,75,Med (160-200),612,-19.0,2023-07-17
2023-07,80,Med (160-200),504,-20.0,2023-07-17
2023-07,85,Med (160-200),104,-20.5,2023-07-17
2023-07,10,High (200-250),280,-20.0,2023-07-18
2023-07,15,High (200-250),1467,-21.0,2023-07-18
2023-07,20,High (200-250),1727,-22.0,2023-07-18
2023-07,25,High (200-250),3159,-19.0,2023-07-18
2023-07,30,High (200-250),2761,-20.0,2023-07-18
2023-07,35,High (200-250),2501,-20.0,2023-07-18
2023-07,40,High (200-250),2608,-20.0,2023-07-18
2023-07,45,High (200-250),2501,-19.0,2023-07-18
2023-07,50,High (200-250),2192,-20.0,2023-07-18
2023-07,55,High (200-250),1731,-20.0,2023-07-18
2023-07,60,High (200-250),1462,-20.0,2023-07-18
2023-07,65,High (200-250),1600,-19.0,2023-07-18
2023-07,70,High (200-250),1851,-19.0,2023-07-18
2023-07,75,High (200-250),1920,-19.0,2023-07-18
2023-07,80,High (200-250),1558,-19.0,2023-07-18
2023-07,85,High (200-250),330,-19.0,2023-07-18
2023-07,10,Med (160-200),139,-19.0,2023-07-19
2023-07,15,Med (160-200),1672,-20.0,2023-07-19
2023-07,20,Med (160-200),3805,-19.0,2023-07-19
2023-07,25,Med (160-200),3407,-20.0,2023-07-19
2023-07,30,Med (160-200),4205,-20.0,2023-07-19
2023-07,35,Med (160-200),3589,-20.0,2023-07-19
2023-07,40,Med (160-200),2655,-20.0,2023-07-19
2023-07,45,Med (160-200),1692,-20.0,2023-07-19
2023-07,50,Med (160-200),941,-21.0,2023-07-19
2023-07,55,Med (160-200),526,-21.0,2023-07-19
2023-07,60,Med (160-200),309,-21.0,2023-07-19
2023-07,65,Med (160-200),250,-21.0,2023-07-19
2023-07,70,Med (160-200),264,-21.0,2023-07-19
2023-07,75,Med (160-200),270,-19.5,2023-07-19
2023-07,80,Med (160-200),447,-20.0,2023-07-19
2023-07,85,Med (160-200),294,-18.5,2023-07-19
2023-07,5,Med (160-200),7,-23.0,2023-07-20
2023-07,10,Med (160-200),296,-21.0,2023-07-20
2023-07,15,Med (160-200),2707,-20.0,2023-07-20
2023-07,20,Med (160-200),3175,-20.0,2023-07-20
2023-07,25,Med (160-200),4609,-19.0,2023-07-20
2023-07,30,Med (160-200),4419,-20.0,2023-07-20
2023-07,35,Med (160-200),3562,-20.0,2023-07-20
2023-07,40,Med (160-200),3242,-20.0,2023-07-20
2023-07,45,Med (160-200),2960,-19.0,2023-07-20
2023-07,50,Med (160-200),2915,-19.0,2023-07-20
2023-07,55,Med (160-200),2876,-19.0,2023-07-20
2023-07,60,Med (160-200),2397,-18.0,2023-07-20
2023-07,65,Med (160-200),1629,-19.0,2023-07-20
2023-07,70,Med (160-200),1248,-18.0,2023-07-20
2023-07,75,Med (160-200),956,-17.0,2023-07-20
2023-07,80,Med (160-200),325,-16.0,2023-07-20
2023-07,85,Med (160-200),45,-18.0,2023-07-20
2023-07,5,Med (160-200),6,-25.0,2023-07-21
2023-07,10,Med (160-200),235,-18.0,2023-07-21
2023-07,15,Med (160-200),1875,-19.0,2023-07-21
2023-07,20,Med (160-200),2414,-20.0,2023-07-21
2023-07,25,Med (160-200),2149,-19.0,2023-07-21
2023-07,30,Med (160-200),1960,-19.0,2023-07-21
2023-07,35,Med (160-200),2375,-20.0,2023-07-21
2023-07,40,Med (160-200),2338,-20.0,2023-07-21
2023-07,45,Med (160-200),2057,-20.0,2023-07-21
2023-07,50,Med (160-200),1668,-20.0,2023-07-21
2023-07,55,Med (160-200),1106,-20.0,2023-07-21
2023-07,60,Med (160-200),766,-21.0,2023-07-21
2023-07,65,Med (160-200),583,-21.0,2023-07-21
2023-07,70,Med (160-200),678,-21.0,2023-07-21
2023-07,75,Med (160-200),772,-19.0,2023-07-21
2023-07,80,Med (160-200),1134,-16.0,2023-07-21
2023-07,85,Med (160-200),581,-15.0,2023-07-21
2023-07,10,Med (160-200),165,-16.0,2023-07-22
2023-07,15,Med (160-200),1528,-20.0,2023-07-22
2023-07,20,Med (160-200),2128,-21.0,2023-07-22
2023-07,25,Med (160-200),2444,-19.0,2023-07-22
2023-07,30,Med (160-200),3202,-20.0,2023-07-22
2023-07,35,Med (160-200),6318,-18.0,2023-07-22
2023-07,40,Med (160-200),4500,-18.0,2023-07-22
2023-07,45,Med (160-200),3126,-18.0,2023-07-22
2023-07,50,Med (160-200),2338,-19.0,2023-07-22
2023-07,55,Med (160-200),1431,-20.0,2023-07-22
2023-07,60,Med (160-200),872,-20.0,2023-07-22
2023-07,65,Med (160-200),452,-20.0,2023-07-22
2023-07,70,Med (160-200),412,-21.0,2023-07-22
2023-07,75,Med (160-200),405,-21.0,2023-07-22
2023-07,80,Med (160-200),463,-22.0,2023-07-22
2023-07,85,Med (160-200),145,-22.0,2023-07-22
2023-07,10,Med (160-200),113,-19.0,2023-07-23
2023-07,15,Med (160-200),696,-20.5,2023-07-23
2023-07,20,Med (160-200),866,-18.0,2023-07-23
2023-07,25,Med (160-200),1306,-15.0,2023-07-23
2023-07,30,Med (160-200),1977,-20.0,2023-07-23
2023-07,35,Med (160-200),3369,-19.0,2023-07-23
2023-07,40,Med (160-200),3448,-18.0,2023-07-23
2023-07,45,Med (160-200),3048,-18.0,2023-07-23
2023-07,50,Med (160-200),2865,-18.0,2023-07-23
2023-07,55,Med (160-200),2505,-18.0,2023-07-23
2023-07,60,Med (160-200),2060,-18.0,2023-07-23
2023-07,65,Med (160-200),1805,-19.0,2023-07-23
2023-07,70,Med (160-200),1547,-19.0,2023-07-23
2023-07,75,Med (160-200),1126,-20.0,2023-07-23
2023-07,80,Med (160-200),745,-20.0,2023-07-23
2023-07,85,Med (160-200),287,-20.0,2023-07-23
2023-08,20,Low (100-160),99,-21.0,2023-08-21
2023-08,25,Low (100-160),545,-14.0,2023-08-21
2023-08,30,Low (100-160),612,-17.0,2023-08-21
2023-08,35,Low (100-160),864,-17.0,2023-08-21
2023-08,40,Low (100-160),1102,-15.0,2023-08-21
2023-08,45,Low (100-160),866,-14.0,2023-08-21
2023-08,50,Low (100-160),580,-19.0,2023-08-21
2023-08,55,Low (100-160),416,-19.0,2023-08-21
2023-08,60,Low (100-160),251,-20.0,2023-08-21
2023-08,65,Low (100-160),122,-20.0,2023-08-21
2023-08,70,Low (100-160),149,-21.0,2023-08-21
2023-08,75,Low (100-160),416,-15.0,2023-08-21
2023-08,80,Low (100-160),608,-12.0,2023-08-21
2023-08,85,Low (100-160),261,-14.0,2023-08-21
2023-08,15,Low (100-160),5,-21.0,2023-08-22
2023-08,20,Low (100-160),88,-22.0,2023-08-22
2023-08,25,Low (100-160),449,-21.0,2023-08-22
2023-08,30,Low (100-160),2184,-20.0,2023-08-22
2023-08,35,Low (100-160),2217,-20.0,2023-08-22
2023-08,40,Low (100-160),2392,-18.0,2023-08-22
2023-08,45,Low (100-160),2702,-18.0,2023-08-22
2023-08,50,Low (100-160),2649,-17.0,2023-08-22
2023-08,55,Low (100-160),2811,-18.0,2023-08-22
2023-08,60,Low (100-160),2966,-18.0,2023-08-22
2023-08,65,Low (100-160),2608,-17.0,2023-08-22
2023-08,70,Low (100-160),2594,-17.0,2023-08-22
2023-08,75,Low (100-160),2078,-18.0,2023-08-22
2023-08,80,Low (100-160),1721,-18.0,2023-08-22
2023-08,85,Low (100-160),729,-18.0,2023-08-22
2023-08,20,Low (100-160),133,-11.0,2023-08-23
2023-08,25,Low (100-160),599,-17.0,2023-08-23
2023-08,30,Low (100-160),1373,-17.0,2023-08-23
2023-08,35,Low (100-160),1171,-20.0,2023-08-23
2023-08,40,Low (100-160),2020,-20.0,2023-08-23
2023-08,45,Low (100-160),2531,-20.0,2023-08-23
2023-08,50,Low (100-160),1593,-19.0,2023-08-23
2023-08,55,Low (100-160),1431,-17.0,2023-08-23
2023-08,60,Low (100-160),1383,-15.0,2023-08-23
2023-08,65,Low (100-160),1145,-15.0,2023-08-23
2023-08,70,Low (100-160),749,-17.0,2023-08-23
2023-08,75,Low (100-160),558,-15.0,2023-08-23
2023-08,80,Low (100-160),466,-12.0,2023-08-23
2023-08,85,Low (100-160),167,-11.0,2023-08-23
2023-08,20,Low (100-160),470,-15.0,2023-08-24
2023-08,25,Low (100-160),3073,-18.0,2023-08-24
2023-08,30,Low (100-160),4309,-19.0,2023-08-24
2023-08,35,Low (100-160),4155,-19.0,2023-08-24
2023-08,40,Low (100-160),4845,-18.0,2023-08-24
2023-08,45,Low (100-160),4856,-18.0,2023-08-24
2023-08,50,Low (100-160),4371,-18.0,2023-08-24
2023-08,55,Low (100-160),3762,-17.0,2023-08-24
2023-08,60,Low (100-160),2808,-17.0,2023-08-24
2023-08,65,Low (100-160),2570,-15.0,2023-08-24
2023-08,70,Low (100-160),2064,-17.5,2023-08-24
2023-08,75,Low (100-160),1468,-18.0,2023-08-24
2023-08,80,Low (100-160),1343,-18.0,2023-08-24
2023-08,85,Low (100-160),509,-18.0,2023-08-24
2023-08,20,Low (100-160),85,-22.0,2023-08-25
2023-08,25,Low (100-160),1007,-17.0,2023-08-25
2023-08,30,Low (100-160),1902,-18.0,2023-08-25
2023-08,35,Low (100-160),1084,-20.0,2023-08-25
2023-08,40,Low (100-160),769,-20.0,2023-08-25
2023-08,45,Low (100-160),1472,-20.0,2023-08-25
2023-08,50,Low (100-160),2345,-20.0,2023-08-25
2023-08,55,Low (100-160),2683,-20.0,2023-08-25
2023-08,60,Low (100-160),3146,-19.0,2023-08-25
2023-08,65,Low (100-160),2957,-18.0,2023-08-25
2023-08,70,Low (100-160),2774,-18.0,2023-08-25
2023-08,75,Low (100-160),1864,-17.0,2023-08-25
2023-08,80,Low (100-160),1097,-18.0,2023-08-25
2023-08,85,Low (100-160),468,-18.0,2023-08-25
2023-08,20,Low (100-160),611,-17.0,2023-08-26
2023-08,25,Low (100-160),4824,-18.0,2023-08-26
2023-08,30,Low (100-160),6691,-18.0,2023-08-26
2023-08,35,Low (100-160),5627,-18.0,2023-08-26
2023-08,40,Low (100-160),4813,-19.0,2023-08-26
2023-08,45,Low (100-160),4272,-18.0,2023-08-26
2023-08,50,Low (100-160),3182,-19.0,2023-08-26
2023-08,55,Low (100-160),2389,-19.0,2023-08-26
2023-08,60,Low (100-160),1752,-19.0,2023-08-26
2023-08,65,Low (100-160),1166,-19.0,2023-08-26
2023-08,70,Low (100-160),878,-18.0,2023-08-26
2023-08,75,Low (100-160),737,-16.0,2023-08-26
2023-08,80,Low (100-160),510,-16.5,2023-08-26
2023-08,85,Low (100-160),172,-17.0,2023-08-26
2023-08,20,Low (100-160),111,-19.0,2023-08-27
2023-08,25,Low (100-160),594,-20.0,2023-08-27
2023-08,30,Low (100-160),1782,-19.0,2023-08-27
2023-08,35,Low (100-160),2325,-19.0,2023-08-27
2023-08,40,Low (100-160),5414,-19.0,2023-08-27
2023-08,45,Low (100-160),5450,-19.0,2023-08-27
2023-08,50,Low (100-160),4043,-19.0,2023-08-27
2023-08,55,Low (100-160),2958,-19.0,2023-08-27
2023-08,60,Low (100-160),2192,-20.0,2023-08-27
2023-08,65,Low (100-160),1620,-21.0,2023-08-27
2023-08,70,Low (100-160),1516,-20.0,2023-08-27
2023-08,75,Low (100-160),1112,-20.0,2023-08-27
2023-08,80,Low (100-160),766,-20.0,2023-08-27
2023-08,85,Low (100-160),235,-20.0,2023-08-27
2023-09,25,Low (100-160),60,-13.0,2023-09-18
2023-09,30,Low (100-160),2090,-15.0,2023-09-18
2023-09,35,Low (100-160),8178,-16.0,2023-09-18
2023-09,40,Low (100-160),7632,-16.0,2023-09-18
2023-09,45,Low (100-160),5667,-16.0,2023-09-18
2023-09,50,Low (100-160),4548,-16.0,2023-09-18
2023-09,55,Low (100-160),4351,-17.0,2023-09-18
2023-09,60,Low (100-160),3768,-17.0,2023-09-18
2023-09,65,Low (100-160),3557,-17.0,2023-09-18
2023-09,70,Low (100-160),2533,-16.0,2023-09-18
2023-09,75,Low (100-160),1555,-16.0,2023-09-18
2023-09,80,Low (100-160),594,-17.0,2023-09-18
2023-09,85,Low (100-160),83,-19.0,2023-09-18
2023-09,30,Med (160-200),103,-19.0,2023-09-19
2023-09,35,Med (160-200),149,-21.0,2023-09-19
2023-09,40,Med (160-200),583,-21.0,2023-09-19
2023-09,45,Med (160-200),621,-22.0,2023-09-19
2023-09,50,Med (160-200),899,-21.0,2023-09-19
2023-09,55,Med (160-200),222,-22.0,2023-09-19
2023-09,60,Med (160-200),113,-22.0,2023-09-19
2023-09,65,Med (160-200),184,-17.0,2023-09-19
2023-09,70,Med (160-200),85,-18.0,2023-09-19
2023-09,75,Med (160-200),341,-16.0,2023-09-19
2023-09,80,Med (160-200),166,-15.0,2023-09-19
2023-09,85,Med (160-200),2,-25.5,2023-09-19
2023-09,25,Low (100-160),1,-26.0,2023-09-20
2023-09,30,Low (100-160),533,-18.0,2023-09-20
2023-09,35,Low (100-160),4196,-17.0,2023-09-20
2023-09,40,Low (100-160),5089,-17.0,2023-09-20
2023-09,45,Low (100-160),4185,-19.0,2023-09-20
2023-09,50,Low (100-160),3489,-19.0,2023-09-20
2023-09,55,Low (100-160),2811,-19.0,2023-09-20
2023-09,60,Low (100-160),2047,-19.0,2023-09-20
2023-09,65,Low (100-160),1366,-18.0,2023-09-20
2023-09,70,Low (100-160),801,-17.0,2023-09-20
2023-09,75,Low (100-160),499,-17.0,2023-09-20
2023-09,80,Low (100-160),257,-14.0,2023-09-20
2023-09,85,Low (100-160),20,-16.5,2023-09-20
2023-09,30,Med (160-200),671,-16.0,2023-09-21
2023-09,35,Med (160-200),5472,-17.0,2023-09-21
2023-09,40,Med (160-200),11659,-17.0,2023-09-21
2023-09,45,Med (160-200),10596,-17.0,2023-09-21
2023-09,50,Med (160-200),8611,-17.0,2023-09-21
2023-09,55,Med (160-200),7382,-17.0,2023-09-21
2023-09,60,Med (160-200),6673,-17.0,2023-09-21
2023-09,65,Med (160-200),5343,-17.0,2023-09-21
2023-09,70,Med (160-200),4173,-17.0,2023-09-21
2023-09,75,Med (160-200),1798,-16.0,2023-09-21
2023-09,80,Med (160-200),310,-17.0,2023-09-21
2023-09,85,Med (160-200),28,-18.5,2023-09-21
2023-09,30,Med (160-200),360,-15.5,2023-09-22
2023-09,35,Med (160-200),4550,-17.0,2023-09-22
2023-09,40,Med (160-200),12141,-17.0,2023-09-22
2023-09,45,Med (160-200),13213,-17.0,2023-09-22
2023-09,50,Med (160-200),12471,-17.0,2023-09-22
2023-09,55,Med (160-200),9736,-18.0,2023-09-22
2023-09,60,Med (160-200),7748,-17.0,2023-09-22
2023-09,65,Med (160-200),6414,-17.0,2023-09-22
2023-09,70,Med (160-200),5378,-17.0,2023-09-22
2023-09,75,Med (160-200),2967,-17.0,2023-09-22
2023-09,80,Med (160-200),762,-19.0,2023-09-22
2023-09,85,Med (160-200),114,-20.0,2023-09-22
2023-09,30,Med (160-200),506,-16.0,2023-09-23
2023-09,35,Med (160-200),5803,-17.0,2023-09-23
2023-09,40,Med (160-200),12885,-17.0,2023-09-23
2023-09,45,Med (160-200),11374,-18.0,2023-09-23
2023-09,50,Med (160-200),9760,-17.0,2023-09-23
2023-09,55,Med (160-200),8252,-17.0,2023-09-23
2023-09,60,Med (160-200),7816,-18.0,2023-09-23
2023-09,65,Med (160-200),7271,-18.0,2023-09-23
2023-09,70,Med (160-200),6752,-18.0,2023-09-23
2023-09,75,Med (160-200),3990,-16.0,2023-09-23
2023-09,80,Med (160-200),966,-17.5,2023-09-23
2023-09,85,Med (160-200),155,-21.0,2023-09-23
2023-09,30,Med (160-200),414,-16.0,2023-09-24
2023-09,35,Med (160-200),6411,-17.0,2023-09-24
2023-09,40,Med (160-200),16444,-17.0,2023-09-24
2023-09,45,Med (160-200),16476,-17.0,2023-09-24
2023-09,50,Med (160-200),13161,-17.0,2023-09-24
2023-09,55,Med (160-200),10373,-17.0,2023-09-24
2023-09,60,Med (160-200),8709,-17.0,2023-09-24
2023-09,65,Med (160-200),8040,-17.0,2023-09-24
2023-09,70,Med (160-200),6548,-17.0,2023-09-24
2023-09,75,Med (160-200),3905,-17.0,2023-09-24
2023-09,80,Med (160-200),567,-16.0,2023-09-24
2023-09,85,Med (160-200),55,-22.0,2023-09-24
2023-10,35,Low (100-160),46,-20.0,2023-10-16
2023-10,40,Low (100-160),2553,-17.0,2023-10-16
2023-10,45,Low (100-160),14415,-16.0,2023-10-16
2023-10,50,Low (100-160),23388,-16.0,2023-10-16
2023-10,55,Low (100-160),23684,-16.0,2023-10-16
2023-10,60,Low (100-160),21069,-16.0,2023-10-16
2023-10,65,Low (100-160),21576,-16.0,2023-10-16
2023-10,70,Low (100-160),15989,-16.0,2023-10-16
2023-10,75,Low (100-160),10610,-16.0,2023-10-16
2023-10,80,Low (100-160),2797,-17.0,2023-10-16
2023-10,85,Low (100-160),262,-19.0,2023-10-16
2023-10,35,Low (100-160),17,-23.0,2023-10-17
2023-10,40,Low (100-160),2043,-17.0,2023-10-17
2023-10,45,Low (100-160),13837,-17.0,2023-10-17
2023-10,50,Low (100-160),23887,-16.0,2023-10-17
2023-10,55,Low (100-160),25915,-16.0,2023-10-17
2023-10,60,Low (100-160),23161,-16.0,2023-10-17
2023-10,65,Low (100-160),23865,-16.0,2023-10-17
2023-10,70,Low (100-160),18556,-16.0,2023-10-17
2023-10,75,Low (100-160),11880,-16.0,2023-10-17
2023-10,80,Low (100-160),3364,-16.0,2023-10-17
2023-10,85,Low (100-160),343,-19.0,2023-10-17
2023-10,35,Low (100-160),6,-28.5,2023-10-18
2023-10,40,Low (100-160),1592,-16.0,2023-10-18
2023-10,45,Low (100-160),12836,-16.0,2023-10-18
2023-10,50,Low (100-160),24066,-16.0,2023-10-18
2023-10,55,Low (100-160),24894,-16.0,2023-10-18
2023-10,60,Low (100-160),23370,-16.0,2023-10-18
2023-10,65,Low (100-160),24378,-16.0,2023-10-18
2023-10,70,Low (100-160),17637,-16.0,2023-10-18
2023-10,75,Low (100-160),11917,-16.0,2023-10-18
2023-10,80,Low (100-160),3858,-16.0,2023-10-18
2023-10,85,Low (100-160),514,-17.0,2023-10-18
2023-10,35,Low (100-160),2,-16.0,2023-10-19
2023-10,40,Low (100-160),1891,-16.0,2023-10-19
2023-10,45,Low (100-160),14616,-16.0,2023-10-19
2023-10,50,Low (100-160),29982,-16.0,2023-10-19
2023-10,55,Low (100-160),31275,-16.0,2023-10-19
2023-10,60,Low (100-160),26037,-17.0,2023-10-19
2023-10,65,Low (100-160),21984,-17.0,2023-10-19
2023-10,70,Low (100-160),14945,-17.0,2023-10-19
2023-10,75,Low (100-160),9145,-17.0,2023-10-19
2023-10,80,Low (100-160),2604,-17.0,2023-10-19
2023-10,85,Low (100-160),249,-20.0,2023-10-19
2023-10,35,Low (100-160),2,-26.5,2023-10-20
2023-10,40,Low (100-160),1217,-18.0,2023-10-20
2023-10,45,Low (100-160),11955,-16.0,2023-10-20
2023-10,50,Low (100-160),26022,-16.0,2023-10-20
2023-10,55,Low (100-160),29765,-16.0,2023-10-20
2023-10,60,Low (100-160),25725,-16.0,2023-10-20
2023-10,65,Low (100-160),24121,-16.0,2023-10-20
2023-10,70,Low (100-160),17934,-16.5,2023-10-20
2023-10,75,Low (100-160),11332,-16.0,2023-10-20
2023-10,80,Low (100-160),3952,-17.0,2023-10-20
2023-10,85,Low (100-160),538,-18.0,2023-10-20
2023-10,35,Low (100-160),7,-14.0,2023-10-21
2023-10,40,Low (100-160),1273,-18.0,2023-10-21
2023-10,45,Low (100-160),14277,-17.0,2023-10-21
2023-10,50,Low (100-160),29071,-17.0,2023-10-21
2023-10,55,Low (100-160),27432,-17.0,2023-10-21
2023-10,60,Low (100-160),17739,-17.0,2023-10-21
2023-10,65,Low (100-160),13199,-17.0,2023-10-21
2023-10,70,Low (100-160),10018,-17.0,2023-10-21
2023-10,75,Low (100-160),6853,-17.0,2023-10-21
2023-10,80,Low (100-160),2018,-18.0,2023-10-21
2023-10,85,Low (100-160),370,-18.0,2023-10-21
2023-10,40,Low (100-160),621,-20.0,2023-10-22
2023-10,45,Low (100-160),7421,-17.0,2023-10-22
2023-10,50,Low (100-160),18385,-17.0,2023-10-22
2023-10,55,Low (100-160),24411,-16.0,2023-10-22
2023-10,60,Low (100-160),22080,-17.0,2023-10-22
2023-10,65,Low (100-160),19818,-17.0,2023-10-22
2023-10,70,Low (100-160),14665,-17.0,2023-10-22
2023-10,75,Low (100-160),7649,-16.0,2023-10-22
2023-10,80,Low (100-160),2368,-17.0,2023-10-22
2023-10,85,Low (100-160),334,-19.0,2023-10-22
2023-11,50,Low (100-160),3000,-14.0,2023-11-20
2023-11,55,Low (100-160),20635,-15.0,2023-11-20
2023-11,60,Low (100-160),32785,-15.0,2023-11-20
2023-11,65,Low (100-160),29302,-16.0,2023-11-20
2023-11,70,Low (100-160),24506,-16.0,2023-11-20
2023-11,75,Low (100-160),20626,-16.0,2023-11-20
2023-11,80,Low (100-160),7164,-16.0,2023-11-20
2023-11,85,Low (100-160),1460,-17.0,2023-11-20
2023-11,45,Med (160-200),1,-27.0,2023-11-21
2023-11,50,Med (160-200),2132,-15.0,2023-11-21
2023-11,55,Med (160-200),18890,-15.0,2023-11-21
2023-11,60,Med (160-200),35775,-15.0,2023-11-21
2023-11,65,Med (160-200),32833,-15.0,2023-11-21
2023-11,70,Med (160-200),22858,-16.0,2023-11-21
2023-11,75,Med (160-200),16962,-16.0,2023-11-21
2023-11,80,Med (160-200),4984,-16.0,2023-11-21
2023-11,85,Med (160-200),713,-17.0,2023-11-21
2023-11,45,Med (160-200),1,-20.0,2023-11-22
2023-11,50,Med (160-200),2017,-16.0,2023-11-22
2023-11,55,Med (160-200),19761,-15.0,2023-11-22
2023-11,60,Med (160-200),42757,-15.0,2023-11-22
2023-11,65,Med (160-200),41901,-15.0,2023-11-22
2023-11,70,Med (160-200),26824,-16.0,2023-11-22
2023-11,75,Med (160-200),16848,-16.0,2023-11-22
2023-11,80,Med (160-200),5190,-16.0,2023-11-22
2023-11,85,Med (160-200),687,-17.0,2023-11-22
2023-11,45,Med (160-200),6,-21.0,2023-11-23
2023-11,50,Med (160-200),2075,-17.0,2023-11-23
2023-11,55,Med (160-200),19553,-16.0,2023-11-23
2023-11,60,Med (160-200),41329,-16.0,2023-11-23
2023-11,65,Med (160-200),41415,-16.0,2023-11-23
2023-11,70,Med (160-200),30476,-16.0,2023-11-23
2023-11,75,Med (160-200),23706,-16.0,2023-11-23
2023-11,80,Med (160-200),8098,-16.0,2023-11-23
