term,coef,se,t,p_value
intercept,-17.754223026961967,0.01967410417502796,-902.415828899449,0.0
Kp,-0.003831476274164439,0.0016496680502408436,-2.3225740921666405,0.0202020614305376
fobs,0.0009594551210162108,0.00010601433961883592,9.050239094690745,1.4267721299582721e-19
sza_bin,0.0015867727209422408,8.815420765106573e-05,17.999965778412367,1.953931529045596e-72
season_winter,0.8096077960972559,0.0072317957659241575,111.951142192384,0.0
season_spring,-0.09415830470703505,0.006192199801160422,-15.205953898546642,3.2327636645544636e-52
season_autumn,0.4635250999155743,0.006606045124634279,70.16680800242577,0.0
